name,version,description,downloads,ranking
Amazon.Lambda.ApplicationLoadBalancerEvents,2.2.0,Amazon Lambda .NET Core support - Application Load Balancer package.,"22,735,155",625
SimMetrics.Net,1.0.5,"SimMetrics is a Similarity Metric Library, e.g. from edit distance's (Levenshtein, Gotoh, Jaro etc) to other metrics, (e.g Soundex, Chapman).","22,731,420",626
Handlebars.Net.Helpers.Core,2.4.13,Core functionality for Handlebars.Net.Helpers,"22,711,251",627
OpenCover,4.7.1221,"An open source code coverage tool (branch and sequence point) for all .NET Frameworks 2 and above (including Silverlight). Also capable of handling 32 and 64 bit processes. Use ReportGenerator for best viewing...
More information","22,691,151",628
Google.Cloud.BigQuery.V2,3.11.0,"Recommended Google client library to access the BigQuery API. It wraps the Google.Apis.Bigquery.v2 client library, making common operations simpler in client code. BigQuery is a data platform for customers to...
More information","22,672,380",629
Refit.Newtonsoft.Json,8.0.0,Refit Serializers for Newtonsoft.Json,"22,647,961",630
SkiaSharp.HarfBuzz,3.116.1,This package adds text shaping support to SkiaSharp via HarfBuzz.,"22,636,954",631
Volo.Abp.Json,9.1.1,Package Description,"22,591,697",632
prometheus-net.DotNetRuntime,4.4.1,"Exposes .NET core runtime metrics (GC, JIT, lock contention, thread pool, exceptions) using the prometheus-net package.","22,519,287",633
Antlr4.Runtime.Standard,4.13.1,The .NET Core C# ANTLR 4 runtime from the ANTLR Organization,"22,479,862",634
CloudNative.CloudEvents,2.8.0,CNCF CloudEvents SDK,"22,470,224",635
GraphQL.NewtonsoftJson,8.4.1,JSON.NET serializer for GraphQL.NET,"22,427,829",636
AWSSDK.CloudFormation,3.7.403.1,"AWS CloudFormation gives developers and systems administrators an easy way to create and manage a collection of related AWS resources, provisioning and updating them in an orderly and predictable fashion.","22,390,794",637
Volo.Abp.Validation,9.1.1,Package Description,"22,365,591",638
Elastic.Apm.Extensions.Logging,1.31.0,"Elastic APM integration with Microsoft.Extensions.Logging.Configuration.
      This package automatically captures logs on error level as APM errors and correlates those to APM traces when the APM agent is...
More information","22,355,453",639
NSwag.ApiDescription.Client,14.3.0,NSwag: The OpenAPI/Swagger API toolchain for .NET and TypeScript,"22,345,958",640
NJsonSchema.CodeGeneration,11.2.0,"JSON Schema reader, generator and validator for .NET","22,300,756",641
XPath2.Extensions,1.1.5,"Non-official extensions for XPath2.dll (generate-id, base64encode, base64decode, json-to-xml and json-to-xmlstring)","22,285,955",642
AWSSDK.KinesisFirehose,3.7.402.38,Amazon Kinesis Firehose is a fully managed service for ingesting data streams directly into AWS data services such as Amazon S3 and Amazon Redshift.,"22,268,923",643
IPNetwork2,3.1.743,"IPNetwork C# library take care of complex network, ip, ipv4, ipv6, netmask, cidr, subnet, subnetting, supernet and supernetting calculation for .Net developpers. It works with IPv4 and IPv6 as well. It is...
More information","22,210,018",644
Docker.DotNet.X509,3.125.15,Docker.DotNet.X509 is a library that allows you to use certificate authentication with a remote Docker engine programmatically in your .NET applications.,"22,180,657",645
RestEase,1.6.4,"Easy-to-use typesafe REST API client library, which is simple and customisable.
    
Write a C# interface which describes your API, and RestEase generates an implementation you can call into.

Source Generators...
More information","22,175,601",646
GraphQL.Client.Serializer.Newtonsoft,6.1.0,A serializer implementation for GraphQL.Client using Newtonsoft.Json as underlying JSON library,"22,117,573",647
NJsonSchema.NewtonsoftJson,11.2.0,"JSON Schema reader, generator and validator for .NET","22,115,567",648
Elastic.Apm.NetCoreAll,1.31.0,"Elastic APM .NET agent. This is a convenient package that automatically pulls in ASP.NET Core, and Entity Framework Core auto instrumentation with the Elastic APM .NET Agent. If your application uses the...
More information","22,073,576",649
Fluid.Core,2.21.0,"Fluid is a template engine based on the Liquid markup, with focus on performance and .NET programming patterns.","22,023,985",650
Autofac.Mvc5,6.1.0,ASP.NET MVC 5 integration for Autofac.,"21,991,807",651
VaultSharp,1.17.5.1,"The most comprehensive .NET Library for HashiCorp's Vault which is a modern secret management system.

 * VaultSharp supports all Auth methods, all Secrets Engines and most System Apis supported by Vault.
 *...
More information","21,991,433",652
LanguageExt.Core,4.4.9,"This library uses and abuses the features of C# to provide a functional 'Base class library', that, if you squint, can look like extensions to the language itself.","21,966,279",653
FluentNHibernate,3.4.1,"Fluent, XML-less, compile safe, automated, convention-based mappings for NHibernate.","21,900,130",654
MsgPack.Cli,1.0.1,"MessagePack is fast, compact, and interoperable binary serialization format.
This package provides MessagePack serialization/deserialization APIs. This pacakge also supports Mono, Xamarin, .NET Core and Unity.","21,865,949",655
Nuke.Common,9.0.4,"The AKEless Build System for C#/.NET
Signed by signpath.io from repository 'https://github.com/nuke-build/nuke' commit 'a20c3b752d0c9f533a6e2c21fee6325032cd3d70' (see contained AppVeyorSettings.json file for...
More information","21,736,886",656
AWSSDK.StepFunctions,3.7.403.66,AWS Step Functions is a web service that enables you to coordinate a network of computing resources across distributed components using state machines.,"21,690,517",657
MockQueryable.EntityFrameworkCore,7.0.3,"Extension for mocking Entity Framework Core operations such ToListAsync, FirstOrDefaultAsync etc.
			When writing tests for your application it is often desirable to avoid hitting the database. The extension...
More information","21,685,822",658
FluentMigrator.Runner.SqlServerCe,3.3.1,"FluentMigrator is a database migration framework for .NET written in C#. The basic idea is that you can create migrations which are simply classes that derive from the Migration base class and have a Migration...
More information","21,512,702",659
JetBrains.dotCover.CommandLineTools,2024.3.6,Cross-platform .NET code coverage tool.,"9,434,981",660
Blauhaus.Common.Abstractions,2.4.4,Package Description,"21,432,736",661
FluentMigrator.Runner.SqlAnywhere,3.3.1,"FluentMigrator is a database migration framework for .NET written in C#. The basic idea is that you can create migrations which are simply classes that derive from the Migration base class and have a Migration...
More information","21,425,319",662
Serilog.Extensions.Logging.File,3.0.0,Add file logging to ASP.NET Core apps with one line of code.,"21,381,321",663
RazorLight,2.3.1,Use Razor to build your templates from strings / files / EmbeddedResources outside of ASP.NET MVC for .NET Core,"21,357,063",664
Hangfire.PostgreSql,1.20.10,PostgreSql storage implementation for Hangfire (background job system for ASP.NET and aspnet core applications).,"21,345,668",665
EcoCore,7.2.0.16525,https://wiki.mdriven.net/index.php/NugetProject,"21,342,815",666
FluentMigrator.Extensions.SqlAnywhere,3.3.1,"FluentMigrator is a database migration framework for .NET written in C#. The basic idea is that you can create migrations which are simply classes that derive from the Migration base class and have a Migration...
More information","21,279,827",667
Prism.Plugin.Popups,8.0.76,Prism Forms Plugin to provide Popup Navigation working with the Rg.Plugins.Popup library,"21,269,528",668
RestSharp.Serializers.NewtonsoftJson,112.1.0,Simple REST and HTTP API Client,"21,247,617",669
Elastic.Apm.Elasticsearch,1.31.0,Elastic APM for the Elasticsearch .NET clients. See: https://github.com/elastic/apm-agent-dotnet/tree/main/docs,"21,203,040",670
Serilog.Filters.Expressions,2.1.0,Expression-based event filtering for Serilog.,"21,196,152",671
OpenTelemetry.Exporter.Jaeger,1.5.1,Jaeger exporter for OpenTelemetry .NET,"21,187,127",672
CSharpFunctionalExtensions,3.5.1,CSharpFunctionalExtensions - functional extensions for C#,"21,140,132",673
AWSSDK.AppConfigData,3.7.400.123,"AWS AppConfig Data is a new service that allows you to retrieve configuration deployed by AWS AppConfig. See the AppConfig user guide for more details on getting started....
More information","21,080,457",674
Scriban.Signed,6.0.0,"Scriban is a fast, powerful, safe and lightweight scripting language and engine for .NET, which was primarily developed for text templating with a compatibility mode for parsing liquid templates.","21,026,533",675
elmah.corelibrary,1.2.2,Core library for ELMAH (Error Logging Modules and Handlers) without any configuration.,"20,979,544",676
AspNetCore.HealthChecks.MongoDb,9.0.0,HealthChecks.MongoDb is the health check package for MongoDb.,"20,977,013",677
murmurhash,1.0.3,Provides a HashAlgorithm implementation of the Murmur3 algorithm,"20,840,086",678
NetTopologySuite.Features,2.2.0,"A feature is a combination of spatial object and attribute data.
      For this package attribute data is stored in AttributeTable objects.
      These are combined with IGeometry objects to form a Feature....
More information","20,820,854",679
Mono.Posix.NETStandard,1.0.0,Provides functionality to access Posix/Unix features,"20,817,665",680
MaxMind.Db,4.1.0,.NET reader for the MaxMind DB file format,"20,739,426",681
Stateless,5.17.0,Create state machines and lightweight state machine-based workflows directly in .NET code,"20,733,889",682
Grpc.Reflection,2.70.0,gRPC C# Server Reflection,"20,644,592",683
Parlot,1.3.5,"Parlot is a fast, lightweight and simple to use .NET parser combinator.","20,638,806",684
CorrelationId,3.0.1,ASP.NET Core correlation ID middleware for distributed microservices.,"20,577,401",685
AWSSDK.CloudFront,3.7.404.58,"Amazon CloudFront is a content delivery web service. It integrates with other Amazon Web Services products to give developers and businesses an easy way to distribute content to end users with low latency, high...
More information","20,340,550",686
Swashbuckle.AspNetCore.Cli,8.0.0,Swashbuckle (Swagger) Command Line Tools,"20,261,582",687
Plugin.Permissions,6.0.1,"Check to see if your users have granted or denied permissions for common permission groups on iOS and Android.
			Additionally, you can request permissions with a simple cross-platform async/awaitified API.","20,253,637",688
McMaster.Extensions.CommandLineUtils,4.1.1,"Command-line parsing API and utilities for console applications.

Commonly used...
More information","20,100,775",689
Crc32.NET,1.2.0,"Fast version of Crc32 & Crc32C algorithms for .NET and .NET Core. It is up to 3x-5x times better than other ""fast"" implemenations. Code based on Crc32C.NET library.","20,096,149",690
Abp,10.1.0,Abp,"19,944,695",691
Json.More.Net,2.1.2,Provides extended functionality for the System.Text.Json namespace.,"19,867,895",692
Polly.Extensions,8.5.2,Polly.Extensions adds support for dependency injection and telemetry for the Polly.Core library.,"19,866,314",693
Volo.Abp.Auditing,9.1.1,Package Description,"19,794,101",694
Handlebars.Net.Helpers.Json,2.4.13,Handlebars.Net.Helpers Json,"19,771,480",695
Handlebars.Net.Helpers.XPath,2.4.13,Handlebars.Net.Helpers XPath,"19,708,962",696
EntityFrameworkCore.SqlServer.HierarchyId.Abstractions,4.0.0,Common abstractions for using hierarchyid with EF Core,"19,692,879",697
App.Metrics.Formatters.Prometheus,4.3.0,"App Metrics Formatting, formatting metrics data to Prometheus formats.","19,684,709",698
Volo.Abp.EventBus.Abstractions,9.1.1,Package Description,"19,669,018",699
MimeTypesMap,1.0.9,"Simple dictionary provides a few methods to lookup mime type/extension, generated From Apache's mime.types.","19,643,719",700
Handlebars.Net.Helpers.Random,2.4.13,Handlebars.Net.Helpers Random,"19,624,029",701
MathNet.Numerics.Signed,5.0.0,"Math.NET Numerics is the numerical foundation of the Math.NET project, aiming to provide methods and algorithms for numerical computations in science, engineering and every day use. Supports .NET 5.0 or higher,...
More information","19,599,683",702
Handlebars.Net.Helpers.Xeger,2.4.13,Handlebars.Net.Helpers Xeger (Fare),"19,598,451",703
MiniProfiler,4.5.4,"Lightweight mini-profiler, designed for ASP.NET (including MVC) (non-.NET Core) websites","19,575,861",704
EntityFrameworkCore.SqlServer.HierarchyId,4.0.0,Adds hierarchyid support to the SQL Server EF Core provider,"19,574,470",705
AWSSDK.RDS,3.7.410.61,"Amazon Relational Database Service (Amazon RDS) is a web service that makes it easy to set up, operate, and scale a relational database in the cloud. It provides cost-efficient and resizable capacity while...
More information","19,504,008",706
WireMock.Org.Abstractions,1.7.4,"Commonly used interfaces, models, enumerations and types.","19,445,954",707
Xam.Plugin.Media,6.0.2,Take or pick photos and videos from a cross platform API.,"19,428,966",708
AWSXRayRecorder.Handlers.AwsSdk,2.13.0,This package contains libraries to trace AWSSDK requests.,"19,376,772",709
Acr.UserDialogs,9.2.1,"A cross platform library that allows you to call for standard user dialogs like Alerts, Confirmations, Prompts, and more. Supports Android, iOS, and MacCatalyst","19,291,216",710
Npgsql.Json.NET,9.0.3,"Json.NET plugin for Npgsql, allowing transparent serialization/deserialization of JSON objects directly to and from the database.","19,248,981",711
SpecFlow.xUnit,3.9.74,Package to use SpecFlow with xUnit 2.4 and later,"19,194,495",712
Elastic.Apm.GrpcClient,1.31.0,Package Description,"19,165,150",713
Handlebars.Net.Helpers.DynamicLinq,2.4.13,Handlebars.Net.Helpers DynamicLinq,"19,154,232",714
Moq.AutoMock,3.5.0,An auto-mocking container that generates mocks using Moq,"19,114,356",715
Auth0.ManagementApi,7.35.0,Auth0 .NET SDK,"19,074,450",716
Grpc.AspNetCore.Server.Reflection,2.70.0,Automatic discovery of services for Grpc.Reflection,"19,072,446",717
Ical.Net,4.3.1,The most popular iCalendar (RFC 5545) class library for .NET.,"19,014,861",718
PdfSharpCore,1.3.65,"PdfSharp for .NET Core

PdfSharpCore is a partial port of PdfSharp.Xamarin for .NET Core Additionally MigraDoc has been ported as well (from version 1.32). Images have been implemented with ImageSharp from...
More information","18,958,000",719
Volo.Abp.EventBus,9.1.1,Package Description,"18,942,205",720
OpenIddict.Abstractions,6.2.0,Abstractions and primitives used by the OpenIddict components.,"18,917,547",721
Jint,4.2.1,Javascript interpreter for .NET.,"18,917,384",722
Google.Protobuf.Tools,3.30.2,See project site for more info.,"18,819,145",723
ServiceStack.Redis,8.6.0,"C# Redis Client for the worlds fastest distributed NoSQL datastore.
      Byte[], String and POCO Typed clients.
      Thread-Safe Basic and Pooled client managers included.","18,790,317",724
Volo.Abp.Guids,9.1.1,Package Description,"18,768,190",725
Quartz.Serialization.Json,3.14.0,Quartz.NET JSON Serialization Support; Quartz Scheduling Framework for .NET,"18,763,960",726
FluentMigrator.Extensions.Postgres,7.1.0,"FluentMigrator is a database migration framework for .NET written in C#. The basic idea is that you can create migrations which are simply classes that derive from the Migration base class and have a Migration...
More information","18,689,371",727
Jaeger,1.0.3,Jaeger .NET Tracing,"18,684,882",728
Handlebars.Net.Helpers.Humanizer,2.4.13,"Handlebars.Net.Helpers Humanizer meets all your .NET needs for manipulating and displaying strings, enums, dates, times, timespans, numbers and quantities.","18,584,137",729
AWSSDK.EventBridge,3.7.402.65,"Amazon EventBridge is a serverless event bus service that makes it easy to connect your applications with data from a variety of sources, including AWS services, partner applications, and your own...
More information","18,569,315",730
XunitXml.TestLogger,6.1.0,"Xml logger for xunit when test is running with ""dotnet test"" or ""dotnet vstest"".","18,558,022",731
prometheus-net.AspNetCore.HealthChecks,8.2.1,ASP.NET Core Health Checks integration with Prometheus,"18,532,004",732
HotChocolate.Language.Web,15.1.3,This package contains specialized parser utilities for the Hot Chocolate GraphQL server.,"18,437,801",733
DocumentFormat.OpenXml.Framework,3.3.0,"The Open XML SDK provides tools for working with Office Word, Excel, and PowerPoint documents. It supports scenarios such as:

- High-performance generation of word-processing documents, spreadsheets, and...
More information","18,407,995",734
MockQueryable.Moq,7.0.3,"Extension for mocking Entity Framework Core operations such ToListAsync, FirstOrDefaultAsync etc.
			When writing tests for your application it is often desirable to avoid hitting the database. The extension...
More information","18,400,126",735
Hangfire.MemoryStorage,1.8.1.1,A memory storage for Hangfire,"18,380,994",736
MaxMind.GeoIP2,5.2.0,MaxMind GeoIP2 Database Reader and Web Service Client,"18,371,949",737
HotChocolate.AspNetCore.Authorization,15.1.3,This package contains the ASP.NET Core authorization integrations for Hot Chocolate.,"18,349,305",738
AspNetCore.HealthChecks.AzureServiceBus,9.0.0,HealthChecks.AzureServiceBus is the health check package for Azure Service Bus Queues and Topics.,"18,347,550",739
Audit.NET,27.5.0,An extensible framework to audit executing operations in .NET and .NET Core.,"18,297,849",740
Elastic.Apm.SqlClient,1.23.0,Elastic APM for System.Data.SqlClient and Microsoft.Data.SqlClient. This package contains auto instrumentation for SqlClient. See: https://github.com/elastic/apm-agent-dotnet/tree/main/docs,"18,290,357",741
Prism.Forms,9.0.537,"Prism provides an implementation of a collection of design patterns that are helpful in writing well structured, maintainable, and testable XAML applications, including MVVM, dependency injection, commanding,...
More information","18,273,888",742
RavenDB.Client,7.0.1,RavenDB Client is the client library for accessing RavenDB,"18,256,436",743
AspNetCore.HealthChecks.UI.InMemory.Storage,9.0.0,HealthChecks.UI.InMemory.Storage package contains the required classes to use InMemory provider in the UI,"18,225,371",744
DotNetOpenAuth.Core,4.3.4.13329,"This package contains shared code for other NuGet packages, and contains no public API in and of itself.","18,215,670",745
App.Metrics.AspNetCore.Routing,4.3.0,App Metrics ASP.NET Core Routing features such as exposing route templates to App Metrics for tagging request based metrics.,"18,194,586",746
Spectre.Console,0.49.1,A library that makes it easier to create beautiful console applications.,"18,165,025",747
Amazon.Lambda.TestUtilities,2.0.0,Amazon.Lambda.TestUtilties includes stub implementations of interfaces defined in Amazon.Lambda.Core and helper methods.,"18,127,313",748
MongoDB.Driver.GridFS,2.30.0,GridFS Component of the Official MongoDB .NET Driver.,"18,119,057",749
Volo.Abp.ObjectMapping,9.1.1,Package Description,"18,109,308",750
EnterpriseLibrary.TransientFaultHandling,6.0.1304,"The Transient Fault Handling Application Block for Windows Azure (""Topaz"") provides a set of reusable and testable components for adding retry logic into your Windows Azure applications leveraging Windows Azure...
More information","18,060,618",751
xunit.runner.utility,2.9.3,"Includes the version-independent runner for xUnit.net to run both v1.9.2 and v2.0+ tests (xunit.runner.utility.*.dll). Supports .NET 3.5, .NET 4.5.2 or later, .NET Standard 1.1, .NET Standard 1.5, and .NET Core...
More information","18,037,473",752
sqlite-net-pcl,1.9.172,"SQLite-net is an open source and light weight library providing easy SQLite database storage for .NET, Mono, and Xamarin applications.
      This version uses SQLitePCLRaw to provide platform independent...
More information","17,939,449",753
LibGit2Sharp.NativeBinaries,2.0.323,Native binaries for LibGit2Sharp,"17,925,238",754
MQTTnet,5.0.1.1416,"MQTTnet is a high performance .NET library for MQTT based communication. It provides a MQTT client and a MQTT server (broker) and supports v3.1.0, v3.1.1 and v5.0.0 of the MQTT protocol.","17,897,873",755
popper.js,1.16.1,A kickass library to manage your poppers,"17,866,776",756
DiffPlex,1.7.2,DiffPlex is a diffing library that allows you to programatically create text diffs. DiffPlex is a fast and tested library.,"17,857,350",757
JsonPointer.Net,5.3.1,JSON Pointer built on the System.Text.Json namespace,"17,854,499",758
AutoMapper.Extensions.ExpressionMapping,8.0.0,Expression mapping (OData) extensions for AutoMapper,"17,833,878",759
Sprache,2.3.1,"Sprache is a simple, lightweight library for constructing parsers directly in C# code.","17,775,212",760
Elastic.CommonSchema,8.12.3,Maps Elastic Common Schema (ECS) to .NET types including (de)serialization using System.Text.Json,"17,774,813",761
Volo.Abp.Ddd.Domain,9.1.1,Package Description,"17,759,145",762
HotChocolate.Execution.Abstractions,15.1.3,Package Description,"17,743,874",763
Auth0.AuthenticationApi,7.35.0,Auth0 .NET SDK,"17,680,801",764
App.Metrics.AspNetCore.Mvc.Core,4.3.0,App Metrics ASP.NET Core MVC Core features such as metric tracking on controller actions using attribute routes.,"17,665,011",765
NWebsec.AspNetCore.Core,3.0.1,This library provides shared functionality for the NWebsec ASP.NET Core security libraries.,"17,654,066",766
DevExpress.Data,24.2.6,This package provides basic functionality for data-aware DevExpress controls.,"17,651,421",767
Verify,28.16.0,Enables verification of complex models and documents.,"17,623,159",768
Confluent.SchemaRegistry.Serdes.Avro,2.8.0,Provides an Avro Serializer and Deserializer for use with Confluent.Kafka with Confluent Schema Registry integration,"17,587,666",769
Polly.RateLimiting,8.5.2,Polly.RateLimiting is a .NET resilience and transient-fault-handling library that allows developers to express resilience strategies using a Rate Limiter in a fluent and thread-safe manner.,"17,528,350",770
PuppeteerSharp,20.1.3,Headless Browser .NET API,"17,506,975",771
LazyCache.AspNetCore,2.4.0,ServiceCollection registrations for LazyCache to initialise the dependency injection collection and add enable IAppCache to be injected into your app,"17,505,920",772
Nerdbank.GitVersioning,3.7.115,Stamps your assemblies with semver 2.0 compliant git commit specific version information and provides NuGet versioning information as well.,"17,386,962",773
Elastic.Apm.MongoDb,1.31.0,Elastic APM integration with the MongoDB.Driver package.,"17,370,410",774
LibGit2Sharp,0.31.0,"LibGit2Sharp brings all the might and speed of libgit2, a native Git implementation, to the managed world of .NET","17,336,947",775
AspNetCore.HealthChecks.AzureStorage,7.0.0,"HealthChecks.AzureStorage is the health check package for Blobs, Tables and Queues.","17,330,892",776
AWSSDK.XRay,3.7.401.67,"AWS X-Ray helps developers analyze and debug distributed applications. With X-Ray, you can understand how your application and its underlying services are performing to identify and troubleshoot the root cause...
More information","17,321,561",777
AWSSDK.ECS,3.7.408.59,"Amazon EC2 Container Service is a highly scalable, high performance container management service that supports Docker containers and allows you to easily run distributed applications on a managed cluster of...
More information","17,247,972",778
SpecFlow.Plus.LivingDocPlugin,3.9.57,A plugin for SpecFlow to generate a shareable HTML Gherkin feature execution report (living documentation). Use together with SpecFlow.Plus.LivingDoc.CLI.,"17,227,229",779
Parquet.Net,5.1.1,Fully managed Apache Parquet implementation.,"17,208,545",780
AutoFixture.AutoNSubstitute,4.18.1,"This extension turns AutoFixture into an Auto-Mocking Container. The mock instances are created by NSubstitute. To use it, add the AutoNSubstituteCustomization to your Fixture instance.","17,205,524",781
HotChocolate.Data,15.1.3,"Contains ready to use extensions for data management in HotChocolate. This includes filtering, projections and sorting","17,177,481",782
Grpc.HealthCheck,2.70.0,gRPC C# Health Checking,"17,115,460",783
Swashbuckle.AspNetCore.ReDoc,8.0.0,Middleware to expose an embedded version of Redoc from an ASP.NET Core application,"17,103,497",784
App.Metrics.AspNetCore.Mvc,4.3.0,App Metrics ASP.NET Core MVC features such as metric tracking on controller actions using attribute routes.,"17,075,457",785
NSubstitute.Analyzers.CSharp,1.0.17,Provides diagnostic analyzers to warn about incorrect usage of NSubstitute in C#.,"17,010,980",786
TinyMapper,3.0.3,TinyMapper - a tiny and quick object mapper for .Net.,"16,962,913",787
AutoBogus,2.13.1,A C# library complementing the Bogus generator by adding auto creation and population capabilities.,"16,912,545",788
DotNetty.Common,0.7.6,DotNetty common routines,"16,878,659",789
Examine,3.7.0,A Lucene.Net search and indexing implementation for Examine,"16,719,998",790
Ninject.Web.Common.WebHost,3.3.2,ASP.NET extension for Ninject.Web.Common,"16,698,767",791
Oracle.EntityFrameworkCore,9.23.60,Oracle Data Provider for .NET (ODP.NET) Entity Framework Core for Oracle Database.,"16,678,272",792
CouchbaseNetClient,3.6.6,The Official Couchbase .NET SDK.,"16,667,427",793
Polly.Caching.Memory,3.0.2,"Polly.Caching.Memory is a plug-in for the .NET OSS resilience library Polly, supporting Microsoft.Extensions.Caching.Memory.MemoryCache as a provider for Polly's CachePolicy.","16,608,253",794
JsonDiffPatch.Net,2.3.0,JSON object diffs and reversible patching,"16,573,965",795
NWebsec.AspNetCore.Middleware,3.0.0,NWebsec middleware for ASP.NET Core applications. NWebsec helps you set important security headers and detect potentially dangerous redirects. See project website for documentation.,"16,506,419",796
Google.Cloud.Logging.V2,4.4.0,"Recommended Google client library to access the Google Cloud Logging API, which writes log entries and manages your logs, log sinks, and logs-based metrics.","16,496,681",797
Cake,1.3.0,The Cake script runner.,"16,488,589",798
DotNetty.Buffers,0.7.6,Buffer management in DotNetty,"16,483,972",799
DotNetty.Transport,0.7.6,Transport model in DotNetty,"16,439,449",800
NJsonSchema.CodeGeneration.CSharp,11.2.0,"JSON Schema reader, generator and validator for .NET","16,438,622",801
IPAddressRange,6.1.0,"This library allows you to parse range of IP address string such as ""192.168.0.0/24"" and ""192.168.0.0/255.255.255.0"" and ""192.168.0.0-192.168.0.255"", and can contains check. This library supports both IPv4 and...
More information","16,437,090",802
HarfBuzzSharp.NativeAssets.Linux,8.3.0.1,HarfBuzzSharp is a cross-platform OpenType text shaping engine for .NET platforms.,"16,431,042",803
IronPdf.Native.Chrome.Windows,2025.3.9,External methods which allow for interoperability between native and managed code,"16,413,356",804
DotNetOpenAuth.OpenId.Core,4.3.4.13329,"This package contains shared code for other NuGet packages, and contains no public API in and of itself.","16,401,286",805
Macross.Json.Extensions,3.0.0,"Macross Software Json extensions library.

      Provides helpers & converters for the System.Text.Json API and push
      stream types for the System.Net.Http API.

      Commonly Used Types:...
More information","16,387,375",806
Dapr.Client,1.15.2,This package contains the reference assemblies for developing services using Dapr.,"16,382,970",807
DotNetty.Codecs,0.7.6,General purpose codecs for DotNetty,"16,380,864",808
ServiceStack.Client,8.6.0,"JSON, XML, CSV, JSV, SOAP and MQ Generic Service Clients.","16,372,128",809
TeamCity.VSTest.TestAdapter,1.0.41,"Provides an integration with TeamCity for test frameworks.

Usage:

  - Create a test project, for example using the command line: dotnet new xunit
  - Add the NuGet reference to this package","16,348,249",810
Syncfusion.Pdf.Net.Core,29.1.33,"The Syncfusion® Essential PDF is a .NET standard PDF library that enables your .NET core applications to read, write, and manipulate existing PDF documents. It has various features such table creation, PDF form...
More information","16,307,743",811
Otp.NET,1.4.0,"An implementation of TOTP and HOTP which are commonly used for multi factor authentication by using a shared key between the client and the server to generate and verify one time use codes.

For documentation...
More information","16,291,916",812
KubernetesClient.Models,12.0.16,Client library for the Kubernetes open source container orchestrator.,"16,274,616",813
KubernetesClient.Basic,12.0.16,Client library for the Kubernetes open source container orchestrator.,"16,200,555",814
Blauhaus.Common.Utils,2.4.4,Package Description,"16,165,076",815
Gee.External.Capstone,2.3.0,"Capstone.NET is a .NET Core and a .NET Framework binding for the Capstone disassembly framework. It is written in C#, supports Capstone 4, and has a friendly and simple type safe API that is ridiculously easy...
More information","16,156,974",816
FluentAssertions.Json,8.0.0,Fluent Assertions extensions for Newtonsoft.Json,"16,139,451",817
AnyOf,0.5.0,"Use the AnyOf<TFirst, TSecond, ...> type to handle multiple defined types as input parameters for methods.","16,112,575",818
Amazon.CDK.CXAPI,2.186.0,Cloud executable protocol (Stability: Stable),"16,103,258",819
linq2db,5.4.1,LINQ to DB is a data access technology that provides a run-time infrastructure for managing relational data as objects.,"16,089,598",820
Hangfire.Console,1.4.3,Job console for Hangfire,"16,085,517",821
Appium.WebDriver,7.2.0,Selenium Webdriver extension for Appium.,"16,081,675",822
Akka,1.5.40,Canonical actor model implementation for .NET with local + distributed actors in C# and F#.,"16,061,840",823
DotNetOpenAuth.OpenId.RelyingParty,4.3.4.13329,"Increase conversion rates to your web site by lowering the bar to create an account with your site,
			by allowing customers to use accounts they already have with other sites, such as Google and Yahoo!","16,053,150",824
Markdig.Signed,0.40.0,"A fast, powerful, CommonMark compliant, extensible Markdown processor for .NET with 20+ builtin extensions (pipetables, footnotes, definition lists... etc.)","16,031,855",825
DotNetOpenAuth.OAuth.Core,4.3.4.13329,"This package contains shared code for other NuGet packages, and contains no public API in and of itself.","16,002,284",826
DinkToPdf,1.0.8,.NET Core P/Invoke wrapper for wkhtmltopdf library that uses Webkit engine to convert HTML pages to PDF.,"15,955,397",827
RhinoMocks,3.6.1,"Rhino Mocks is using Castle Dynamic Proxy (http://www.castleproject.org/dynamicproxy/index.html) to handle proxying the types it needs to mock.
The Dynamic Proxy project has been invaluable resource and made...
More information","15,947,069",828
Volo.Abp.ExceptionHandling,9.1.1,Package Description,"15,914,870",829
HotChocolate.Authorization,15.1.3,This package contains the authorization abstractions for Hot Chocolate.,"15,853,800",830
DotNetOpenAuth.OAuth.Consumer,4.3.4.13329,"Improve usability, reliability, conversion rates and security simultaneously by simply asking the user for permission to access their
			data on 3rd party services rather than asking for their password.","15,842,873",831
Volo.Abp.Authorization,9.1.1,Package Description,"15,804,704",832
DotNetSeleniumExtras.PageObjects,3.11.0,"This package provides an implementation of the PageFactory for .NET, replacing the implementation originally provided by the Selenium project.","15,791,034",833
Google.Apis.Sheets.v4,1.69.0.3694,"Google APIs Client Library for working with Sheets v4.

      Product documentation is available at:
      https://developers.google.com/sheets/

      API reference documentation for this package is available...
More information","15,789,146",834
FileHelpers,3.5.2,Open Source library for automatic formatted file read/write operations www.filehelpers.net,"15,781,470",835
OpenIddict.Core,6.2.0,"OpenIddict's core components, used to manage the applications, authorizations, scopes and tokens stored in the database.","15,758,546",836
AntiXSS,4.3.0,"AntiXSS is an encoding library which uses a safe list approach to encoding. It provides Html, XML, Url, Form, LDAP, CSS, JScript and VBScript encoding methods to allow you to avoid Cross Site Scripting attacks....
More information","15,717,998",837
Dapper.SqlBuilder,2.1.66,"The Dapper SqlBuilder component, for building SQL queries dynamically.","15,708,527",838
